delivery_rate,utilization_rate,num_risk,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,speed_kmh,problem,simulator,run
-0.056843415,-0.6504511,5.4350343,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,13.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,19
-0.15851383,-0.7899425,5.74721,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,13.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,5
-0.036690623,-0.8100165,5.3891726,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,13.0,10.0,13.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,4
-0.16376477,-0.9057593,0.9692482,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,11.0,10.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,4
-0.20753533,-0.9434366,1.1367357,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,11.0,10.0,11.0,10.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0,2.1,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,4
-0.1587352,-0.7268732,4.7783933,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,11.0,10.0,11.0,10.0,11.0,10.0,12.0,0.0,0.0,0.0,0.0,2.1,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,4
-0.22204065,-0.79104155,7.752867,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,12.0,10.0,13.0,11.0,14.0,9.0,13.0,0.0,0.0,0.0,0.0,2.6,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,29
-0.13898626,-0.5630413,6.468375,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,12.0,11.0,14.0,12.0,14.0,9.0,11.0,0.0,0.0,0.0,0.0,2.6,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,29
-0.16728649,-0.7809894,5.6764717,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,12.0,11.0,14.0,12.0,14.0,9.0,12.0,0.0,0.0,0.0,0.0,2.6,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,29
-0.01823309,-0.7183187,2.711996,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,12.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,29
-0.116146475,-0.7382226,2.9927144,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,12.0,12.0,14.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,29
-0.14407328,-0.56936836,6.549628,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,12.0,12.0,14.0,9.0,11.0,9.0,11.0,0.0,0.0,0.0,0.0,2.6,RobotScheduleVariableRobotsIncrementalData,incremental-data_lab28_special_utilization_model12.pth,29
